model,split,index,task_name,reask,full_solved,full_replay_solved,first_turn_solved,archived_reason,first_turn_reason
72B,heldout,613,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,617,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,620,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,621,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,622,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,623,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,628,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,630,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,631,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,632,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,634,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,635,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,636,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,639,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,640,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,641,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,642,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,645,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,647,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,649,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,650,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,651,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,652,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,654,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,655,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,656,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,657,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,661,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,663,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,664,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,668,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,671,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,672,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,674,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,675,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,676,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,677,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,678,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,683,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,687,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,688,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,689,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,690,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,691,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,692,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,694,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,697,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,698,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,699,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,703,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,707,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,708,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,711,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,712,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,713,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,714,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,715,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,716,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,718,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,725,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,726,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,731,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,733,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,735,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,736,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,737,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,739,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,740,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,742,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,744,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,745,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,746,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,747,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,749,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,750,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,751,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,753,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,757,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,760,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,761,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,763,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,769,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,770,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,772,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,775,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,776,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,777,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,780,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,781,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,783,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,786,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,787,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,789,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,790,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,791,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,796,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,797,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,799,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,801,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,803,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,804,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,806,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,807,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,809,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,813,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,814,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,815,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,816,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,819,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,820,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,825,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,826,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,827,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,828,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,830,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,831,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,837,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,838,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,840,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,841,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,842,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,844,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,848,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,849,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,850,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,853,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,856,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,857,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,862,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,863,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,864,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,865,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,867,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,869,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,870,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,874,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,875,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,876,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,879,cut_fruit_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,881,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,883,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,884,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,886,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,888,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,890,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,891,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,895,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,897,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,901,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,903,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,904,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,905,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,908,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,910,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,912,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,913,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,915,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,918,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,923,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,927,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,932,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,941,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,942,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,943,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,947,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,949,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,950,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,952,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,956,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,957,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,959,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,960,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,962,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,963,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,964,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,965,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,966,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,967,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,968,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,970,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,971,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,972,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,973,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,974,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,975,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,976,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,977,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,979,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,980,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,981,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,982,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,984,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,985,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,987,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,991,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,993,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,995,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,996,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,997,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,999,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1000,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1002,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1005,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1010,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1013,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1014,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1019,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1020,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1021,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1026,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1027,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1029,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1030,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1032,ensure_all_fruits_on_table,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,1034,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1037,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1039,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1040,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1042,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,1043,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1044,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1045,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,1048,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1050,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1051,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1053,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1054,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1058,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1060,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1061,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,1063,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1064,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1066,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1067,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1068,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,1070,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,1072,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1075,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1076,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1079,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1080,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1081,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1082,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1085,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1096,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1098,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1103,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1104,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1105,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1106,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1107,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1108,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1109,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1110,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1113,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1114,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,1117,dog_push_box_for_two_panda_transport,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1122,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1124,set_plate_and_fork_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1125,ensure_all_fruits_on_table,0,1,1,1,SOLVED,SOLVED
72B,heldout,1126,cut_two_fruits_on_board,0,0,0,0,GOAL_UNMET,GOAL_UNMET
72B,heldout,1127,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1128,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1130,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1134,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1135,cut_fruit_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1136,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1138,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1143,toast_bread_and_set_plate,0,0,0,0,OVER_BUDGET,OVER_BUDGET
72B,heldout,1146,parallel_human_dual_asset_to_plate_or_bowl,0,1,1,1,SOLVED,SOLVED
72B,heldout,1149,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
72B,heldout,1152,cut_two_fruits_on_board,0,1,1,1,SOLVED,SOLVED
72B,heldout,1153,clear_table_with_two_robots_and_put_in_cabinet,1,0,0,0,infeasible_assignment,infeasible_assignment
